"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","1/96","150/9397",0.788322641392372,0.8943203124783,0.845422880983574,"1870",1
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","1/96","154/9397",0.796978402152148,0.8943203124783,0.845422880983574,"6470",1
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/96","155/9397",0.799087032834112,0.8943203124783,0.845422880983574,"5743",1
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","1/96","155/9397",0.799087032834112,0.8943203124783,0.845422880983574,"1870",1
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","1/96","157/9397",0.803239489818219,0.8943203124783,0.845422880983574,"10018",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","2/96","298/9397",0.813633870748486,0.8943203124783,0.845422880983574,"7852/958",2
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","1/96","166/9397",0.820898847647366,0.8943203124783,0.845422880983574,"477",1
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/96","168/9397",0.824604887574347,0.8943203124783,0.845422880983574,"894",1
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","1/96","170/9397",0.828235022931583,0.8943203124783,0.845422880983574,"7277",1
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/96","170/9397",0.828235022931583,0.8943203124783,0.845422880983574,"1870",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","2/96","311/9397",0.832080008402916,0.8943203124783,0.845422880983574,"7277/2893",2
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","1/96","173/9397",0.833541262115697,0.8943203124783,0.845422880983574,"91543",1
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","1/96","182/9397",0.848505873925764,0.900990773343853,0.851728630907577,"3689",1
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","1/96","182/9397",0.848505873925764,0.900990773343853,0.851728630907577,"29992",1
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","2/96","333/9397",0.859615255686103,0.908106372673525,0.858455181117026,"5743/894",2
NA,NA,"hsa04082","Neuroactive ligand signaling","1/96","199/9397",0.873231856188146,0.913935392238933,0.863965495984684,"2893",1
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","3/96","483/9397",0.877682908945553,0.913935392238933,0.863965495984684,"5743/7277/2893",3
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","1/96","203/9397",0.87844275564713,0.913935392238933,0.863965495984684,"7277",1
NA,NA,"hsa04382","Cornified envelope formation","1/96","217/9397",0.895066174127819,0.920053586599317,0.869749174863943,"5045",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","2/96","370/9397",0.896854806056087,0.920053586599317,0.869749174863943,"23566/2893",2
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","2/96","371/9397",0.897722188866324,0.920053586599317,0.869749174863943,"7277/23225",2
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","1/96","235/9397",0.913172176679133,0.927221575334394,0.876525250060618,"6066",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","2/96","391/9397",0.913718348509136,0.927221575334394,0.876525250060618,"5743/7277",2
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","1/96","252/9397",0.927419019353673,0.933466336928123,0.882428576043448,"7852",1
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","1/96","254/9397",0.928934946943035,0.933466336928123,0.882428576043448,"7852",1
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","1/96","271/9397",0.940617667566158,0.940617667566158,0.889188903933261,"7277",1
