"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","1/127","81/9397",0.669426715794869,0.83204473107739,0.800877574247084,"3310",1
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","2/127","169/9397",0.670173782984026,0.83204473107739,0.800877574247084,"5580/1509",2
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","2/127","170/9397",0.673336163738424,0.83204473107739,0.800877574247084,"1029/4257",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","2/127","171/9397",0.676474161905952,0.83204473107739,0.800877574247084,"3310/258010",2
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","1/127","83/9397",0.678378812274809,0.83204473107739,0.800877574247084,"26147",1
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/127","83/9397",0.678378812274809,0.83204473107739,0.800877574247084,"225",1
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","2/127","173/9397",0.682677315350846,0.832716285757626,0.801523973488848,"4939/4600",2
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/127","85/9397",0.68709033881831,0.833519427418933,0.802297030659287,"953",1
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","1/127","87/9397",0.69556771033015,0.839217563550508,0.807781723095083,"5366",1
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/127","91/9397",0.711844803712631,0.849621217334431,0.817795671497816,"353514",1
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","1/127","91/9397",0.711844803712631,0.849621217334431,0.817795671497816,"8622",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/127","93/9397",0.719656524477257,0.854351595903481,0.822348857128528,"5580",1
"Human Diseases","Substance dependence","hsa05034","Alcoholism","2/127","191/9397",0.734245911485681,0.867035065690538,0.834557223021239,"440686/3014",2
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","1/127","98/9397",0.738278656387193,0.867184453534164,0.834701015018659,"493",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","1/127","100/9397",0.745379075233119,0.870916603693433,0.838293364389602,"1230",1
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","1/127","105/9397",0.76230494705831,0.884910189366421,0.85176277117773,"5580",1
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","1/127","107/9397",0.768758364882829,0.884910189366421,0.85176277117773,"5207",1
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","2/127","205/9397",0.769313813278014,0.884910189366421,0.85176277117773,"5580/1509",2
"Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","1/127","115/9397",0.792879226153879,0.904433175741069,0.870554455549725,"1573",1
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/127","116/9397",0.795713134608787,0.904433175741069,0.870554455549725,"50944",1
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","1/127","117/9397",0.798508569573196,0.904433175741069,0.870554455549725,"3014",1
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/127","122/9397",0.811926539663692,0.906141772727335,0.872199051036743,"5207",1
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","2/127","226/9397",0.814405064930436,0.906141772727335,0.872199051036743,"493/8843",2
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","2/127","226/9397",0.814405064930436,0.906141772727335,0.872199051036743,"1230/1029",2
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","2/127","227/9397",0.816343939393996,0.906141772727335,0.872199051036743,"5580/4257",2
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","1/127","130/9397",0.83157474831961,0.918455692173898,0.884051709394506,"122042",1
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","2/127","238/9397",0.836513509974332,0.919145980568819,0.884716140613895,"1946/2324",2
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","1/127","134/9397",0.840620878828458,0.919145980568819,0.884716140613895,"5580",1
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","1/127","138/9397",0.849184762040014,0.919145980568819,0.884716140613895,"9114",1
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","1/127","138/9397",0.849184762040014,0.919145980568819,0.884716140613895,"3099",1
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","2/127","251/9397",0.857775696298853,0.919145980568819,0.884716140613895,"330/3654",2
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/127","144/9397",0.861181819632047,0.919145980568819,0.884716140613895,"7044",1
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","1/127","144/9397",0.861181819632047,0.919145980568819,0.884716140613895,"3654",1
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/127","148/9397",0.868648802522382,0.922679589282147,0.88811738560586,"2324",1
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/127","155/9397",0.880769512220713,0.931099198633326,0.89622160892634,"93589",1
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","1/127","158/9397",0.885618053592738,0.931787715154444,0.896884334643681,"6195",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","2/127","278/9397",0.894128953779723,0.936304847825936,0.901232262250664,"3310/5580",2
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/127","168/9397",0.900410071753953,0.938455567743557,0.903302419402286,"2056",1
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","1/127","174/9397",0.908357130824089,0.942314406742746,0.907016712037826,"8549",1
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","1/127","184/9397",0.920227812340362,0.95018871785842,0.914596063182832,"1946",1
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","1/127","196/9397",0.93247448351446,0.952453971191702,0.916776463498888,"1230",1
NA,NA,"hsa04082","Neuroactive ligand signaling","1/127","199/9397",0.935232495324751,0.952453971191702,0.916776463498888,"140",1
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","1/127","203/9397",0.938736720052469,0.952453971191702,0.916776463498888,"3654",1
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","1/127","204/9397",0.939582971581003,0.952453971191702,0.916776463498888,"5329",1
NA,NA,"hsa04081","Hormone signaling","1/127","219/9397",0.950969466456623,0.95961464342441,0.923668907610978,"2056",1
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","1/127","235/9397",0.960774992269049,0.960774992269049,0.924785791515491,"3310",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","1/127","235/9397",0.960774992269049,0.960774992269049,0.924785791515491,"6195",1
