"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","1/113","83/9397",0.635259067396001,0.821455690598277,0.734025903645712,"225",1
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/113","85/9397",0.64405612367843,0.828072159015125,0.739938163143339,"6240",1
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","1/113","89/9397",0.661024200557433,0.84181104289606,0.752214779850982,"196883",1
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/113","91/9397",0.669205074960914,0.84181104289606,0.752214779850982,"11006",1
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","1/113","91/9397",0.669205074960914,0.84181104289606,0.752214779850982,"196883",1
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","1/113","92/9397",0.673221819698655,0.84181104289606,0.752214779850982,"196883",1
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","1/113","93/9397",0.677190216729719,0.84181104289606,0.752214779850982,"5795",1
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","1/113","93/9397",0.677190216729719,0.84181104289606,0.752214779850982,"196883",1
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","1/113","98/9397",0.696326937430234,0.855999202010781,0.764892854194429,"196883",1
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","1/113","99/9397",0.700017125199928,0.855999202010781,0.764892854194429,"196883",1
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","1/113","99/9397",0.700017125199928,0.855999202010781,0.764892854194429,"1608",1
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","1/113","103/9397",0.714338646748176,0.868790246045079,0.776322512255486,"80336",1
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","1/113","105/9397",0.721243147268942,0.871884756812176,0.77908766573626,"196883",1
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","1/113","106/9397",0.724633108995009,0.871884756812176,0.77908766573626,"7850",1
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","1/113","109/9397",0.734559752107157,0.875067792311762,0.781931922018931,"6195",1
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","1/113","110/9397",0.737789160807834,0.875067792311762,0.781931922018931,"7027",1
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","2/113","217/9397",0.739890405639274,0.875067792311762,0.781931922018931,"6195/196883",2
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/113","115/9397",0.753361239160642,0.875067792311762,0.781931922018931,"196883",1
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/113","116/9397",0.756363844199949,0.875067792311762,0.781931922018931,"196883",1
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/113","117/9397",0.759330214807147,0.875067792311762,0.781931922018931,"6470",1
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","1/113","117/9397",0.759330214807147,0.875067792311762,0.781931922018931,"3014",1
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","2/113","226/9397",0.760118827562436,0.875067792311762,0.781931922018931,"196883/2906",2
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","2/113","227/9397",0.762281276858246,0.875067792311762,0.781931922018931,"3082/5795",2
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","1/113","122/9397",0.773633542060596,0.879129025068859,0.785560906611238,"140",1
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","1/113","122/9397",0.773633542060596,0.879129025068859,0.785560906611238,"196883",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","2/113","235/9397",0.778986034343674,0.88076310415742,0.787021066171075,"6195/196883",2
"Organismal Systems","Immune system","hsa04611","Platelet activation","1/113","126/9397",0.784466845119954,0.882525200759948,0.788595617989006,"196883",1
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","2/113","251/9397",0.809362785263037,0.894979005519274,0.799723930078041,"3553/3654",2
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","2/113","253/9397",0.812889377005281,0.894979005519274,0.799723930078041,"3553/8358",2
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","1/113","138/9397",0.813977874255705,0.894979005519274,0.799723930078041,"64077",1
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","1/113","140/9397",0.818490964423442,0.894979005519274,0.799723930078041,"196883",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","1/113","142/9397",0.822895507949181,0.894979005519274,0.799723930078041,"134111",1
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","1/113","144/9397",0.82719409279046,0.894979005519274,0.799723930078041,"7480",1
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","1/113","144/9397",0.82719409279046,0.894979005519274,0.799723930078041,"2906",1
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","1/113","148/9397",0.835483433886819,0.894979005519274,0.799723930078041,"7480",1
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","1/113","149/9397",0.837493421125525,0.894979005519274,0.799723930078041,"196883",1
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","1/113","154/9397",0.847184013401875,0.894979005519274,0.799723930078041,"196883",1
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/113","155/9397",0.849052260343948,0.894979005519274,0.799723930078041,"196883",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","2/113","278/9397",0.852330451653887,0.894979005519274,0.799723930078041,"3553/2906",2
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","1/113","157/9397",0.852721104628095,0.894979005519274,0.799723930078041,"891",1
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","1/113","157/9397",0.852721104628095,0.894979005519274,0.799723930078041,"3553",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","3/113","391/9397",0.855202160829528,0.894979005519274,0.799723930078041,"3553/7480/2906",3
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","1/113","163/9397",0.863205617987527,0.899172518737007,0.80347111615798,"3654",1
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","1/113","170/9397",0.874505665946326,0.90417236007252,0.807938810637901,"23562",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","1/113","171/9397",0.876042553314709,0.90417236007252,0.807938810637901,"25956",1
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","1/113","174/9397",0.88054216747778,0.904666610422377,0.808380456564557,"7480",1
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","1/113","184/9397",0.894403381254017,0.914730730827972,0.817373424973767,"1946",1
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","2/113","318/9397",0.900047302743739,0.916337751662178,0.81880940616363,"1946/9493",2
NA,NA,"hsa04081","Hormone signaling","1/113","219/9397",0.931496606134891,0.94337642211458,0.842970276602969,"196883",1
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","3/113","483/9397",0.934990853918006,0.94337642211458,0.842970276602969,"3553/7480/2906",3
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","1/113","232/9397",0.941692710470487,0.945896695785088,0.845222310619657,"3689",1
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","1/113","371/9397",0.989741833231194,0.989741833231194,0.884400889577348,"2906",1
