"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","1/88","103/9397",0.62259308655262,0.751285512264614,0.670006085499144,"1608",1
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","1/88","103/9397",0.62259308655262,0.751285512264614,0.670006085499144,"10189",1
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","1/88","105/9397",0.629706567467875,0.75564788096145,0.673896502027024,"3593",1
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","1/88","108/9397",0.640128963041529,0.757342597281131,0.675407871844284,"10189",1
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","1/88","109/9397",0.643538226821521,0.757342597281131,0.675407871844284,"3593",1
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","1/88","109/9397",0.643538226821521,0.757342597281131,0.675407871844284,"50615",1
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","1/88","110/9397",0.64691555628316,0.757342597281131,0.675407871844284,"3479",1
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","2/88","235/9397",0.650666587243222,0.757342597281131,0.675407871844284,"6066/10189",2
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","1/88","112/9397",0.653575592424376,0.757342597281131,0.675407871844284,"3593",1
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","2/88","238/9397",0.65754724530412,0.757342597281131,0.675407871844284,"3593/4312",2
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","1/88","115/9397",0.663333444786602,0.757342597281131,0.675407871844284,"107",1
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","1/88","116/9397",0.666525284568845,0.757342597281131,0.675407871844284,"107",1
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/88","116/9397",0.666525284568845,0.757342597281131,0.675407871844284,"107",1
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","1/88","117/9397",0.669687204077297,0.757342597281131,0.675407871844284,"6470",1
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","3/88","370/9397",0.679420514991889,0.764348079365876,0.681655450896468,"122042/79924/186",3
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/88","122/9397",0.685057613838137,0.766696604088277,0.683749895458844,"3479",1
"Organismal Systems","Immune system","hsa04611","Platelet activation","1/88","126/9397",0.69684299059837,0.775866422521897,0.691927657512218,"107",1
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","1/88","140/9397",0.734760152733948,0.81388816918222,0.725835940352564,"107",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","2/88","278/9397",0.739334004590155,0.814776249956497,0.726627942212666,"4688/5880",2
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","1/88","144/9397",0.744704651002809,0.816528957444705,0.728191029300102,"3593",1
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","1/88","149/9397",0.756618294333263,0.825401775636287,0.736103922716572,"107",1
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","1/88","155/9397",0.770190977237525,0.832798556778039,0.742700467302052,"107",1
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","1/88","157/9397",0.774546743892055,0.832798556778039,0.742700467302052,"338440",1
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","1/88","158/9397",0.776693917759749,0.832798556778039,0.742700467302052,"3479",1
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","1/88","159/9397",0.778820872542425,0.832798556778039,0.742700467302052,"81030",1
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","1/88","170/9397",0.800935530061873,0.845731808388135,0.754234507480646,"91862",1
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","1/88","170/9397",0.800935530061873,0.845731808388135,0.754234507480646,"1870",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","1/88","171/9397",0.802834053238914,0.845731808388135,0.754234507480646,"85479",1
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","1/88","173/9397",0.806577557999795,0.845731808388135,0.754234507480646,"3593",1
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","1/88","182/9397",0.822572188815029,0.858336197024378,0.765475263428173,"3593",1
NA,NA,"hsa04082","Neuroactive ligand signaling","1/88","199/9397",0.849299078418864,0.881964427588821,0.786547223434475,"107",1
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","2/88","371/9397",0.867904689881119,0.896973268011109,0.799932300419264,"8701/10189",2
NA,NA,"hsa04382","Cornified envelope formation","1/88","217/9397",0.873265303886907,0.898215741140819,0.801040353941373,"3881",1
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","1/88","227/9397",0.884908734135245,0.90587813541807,0.807873775738338,"4688",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","1/88","235/9397",0.893456537698949,0.910314208221571,0.811829922536781,"107",1
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","1/88","251/9397",0.908713327136624,0.91809251606645,0.818766717544642,"29895",1
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","1/88","252/9397",0.909591659436206,0.91809251606645,0.818766717544642,"3135",1
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","1/88","311/9397",0.948990105891798,0.953404013361062,0.850257965131941,"8701",1
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","1/88","483/9397",0.990587785775393,0.990587785775393,0.883418931758756,"8701",1
