"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","1/110","116/9397",0.747000437891393,0.854988338114496,0.766326181113566,"2353",1
"Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","1/110","117/9397",0.749999031990299,0.854988338114496,0.766326181113566,"6595",1
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","1/110","122/9397",0.764471822329248,0.854988338114496,0.766326181113566,"6319",1
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","1/110","122/9397",0.764471822329248,0.854988338114496,0.766326181113566,"5350",1
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","1/110","122/9397",0.764471822329248,0.854988338114496,0.766326181113566,"2353",1
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","2/110","235/9397",0.76610341187487,0.854988338114496,0.766326181113566,"51703/6595",2
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","2/110","238/9397",0.772239315694486,0.857100778957617,0.768219562171496,"2353/3725",2
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","1/110","132/9397",0.790972669147772,0.872495611403658,0.782017952899578,"2353",1
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","1/110","134/9397",0.795906881520165,0.872495611403658,0.782017952899578,"2982",1
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","2/110","252/9397",0.799067762919191,0.872495611403658,0.782017952899578,"7852/2263",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","1/110","142/9397",0.814515782301838,0.884581656048232,0.792850676603939,"11065",1
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","4/110","483/9397",0.82410237856369,0.888234726824543,0.796124924511836,"4747/6263/7345/7474",4
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","1/110","154/9397",0.839321740269564,0.888234726824543,0.796124924511836,"5350",1
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","1/110","155/9397",0.841233955845714,0.888234726824543,0.796124924511836,"7474",1
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","3/110","391/9397",0.842358563811518,0.888234726824543,0.796124924511836,"4311/6263/7474",3
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","1/110","159/9397",0.848659912263053,0.888234726824543,0.796124924511836,"7057",1
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","1/110","159/9397",0.848659912263053,0.888234726824543,0.796124924511836,"8743",1
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","1/110","159/9397",0.848659912263053,0.888234726824543,0.796124924511836,"9076",1
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/110","168/9397",0.864133422622003,0.895534457178328,0.802667673969111,"3598",1
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","1/110","169/9397",0.865752809718285,0.895534457178328,0.802667673969111,"64798",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","1/110","171/9397",0.868934423796794,0.895534457178328,0.802667673969111,"267",1
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","1/110","189/9397",0.894406492401801,0.915033910222279,0.820145036780781,"3725",1
"Human Diseases","Substance dependence","hsa05034","Alcoholism","1/110","191/9397",0.896914426851541,0.915033910222279,0.820145036780781,"4915",1
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","1/110","204/9397",0.911836950252092,0.925583235934284,0.829600399065643,"3725",1
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","1/110","253/9397",0.95119750271437,0.960709477741514,0.861084055088798,"3725",1
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","1/110","278/9397",0.963953345701207,0.968749133490765,0.868289999793703,"6263",1
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","1/110","371/9397",0.988407109038393,0.988407109038393,0.885909446350201,"4747",1
